count	reward_sum	squared_reward_sum	length
228	-134.74811092857271	10021.522874632186	107
229	-108.00367751903832	10002.443744173783	99
230	-114.11876696906984	10003.802731281045	96
231	-89.81887805042788	10005.626837699989	132
232	-116.78885380306747	9.247096018748643	2000
233	-115.85245106369257	10008.544519209569	49
234	-125.31563686579466	10011.66491295714	78
235	-123.76778185460716	10012.104187522307	94
236	-99.9936653142795	10000.988775978774	69
237	-128.6797129836632	10013.090208528567	111
238	-101.81843924336135	10003.484196226967	59
239	-109.42438008915633	10002.405387224815	44
240	-130.8679180869367	10006.378132897837	250
241	-152.40938463131897	10009.68038810522	624
242	-98.52402922743931	10001.01661488955	75
243	-100.81547027267516	10001.14431523466	57
244	-108.72419490478933	11.446039957196312	2000
245	-122.55630738800392	10008.68846025333	175
246	-123.59940326027572	10011.947652084225	98
247	-100.92301545059308	10002.200094957589	87
248	-163.49648816068657	10011.109741608889	952
249	-119.41280240518972	10011.76505471829	71
250	-96.38347400724888	10004.871992501325	148
251	-101.34420800674707	10002.361826967624	71
252	-113.21702876780182	10005.914530615852	97
253	-99.68815874774009	10001.739190325618	82
254	-129.73539073765278	10015.644672749515	86
255	-111.06175810005516	10006.126605420199	60
256	-112.86696719334577	13.126788863199646	2000
257	-123.53773525496945	10010.061817837488	148
258	-105.48847839795053	10002.235107230583	80
259	-108.91396160330623	10002.86313473791	52
260	-112.25407173670828	10003.999337091145	70
261	-102.69308990193531	10007.742856703962	128
262	-122.86429810523987	10006.95993225889	123
263	-129.61007156595588	10017.228750503962	87
264	-104.9645048356615	10002.968586564844	67
265	-110.59277813881636	10010.67200683919	272
266	-111.90777992457151	10007.777734080202	40
267	-119.55330189317465	10013.599131013154	46
268	-129.74149098340422	10017.604916857603	89
269	-120.76669070869684	10010.90530996097	84
270	-101.28892554109916	10003.879919105413	96
271	-99.04352717101574	10001.984408193832	96
272	-103.05136457225308	10003.368349983324	107
273	-101.80293119791895	10003.338713511625	101
274	-96.6609103102237	10001.784074714722	98
275	-103.39578877575696	10003.597862749766	104
276	-105.3878035582602	10004.358452741071	87
277	-127.7224148157984	10014.513361675343	128
278	-141.47115643019788	10016.472089241504	426
279	-117.12631411105394	10006.011974760104	70
280	-99.08342510915827	10003.267636340031	60
281	-101.27669031918049	10001.973082082095	40
282	-100.1509266346693	10006.185727261518	72
283	-72.78364731289912	34.19259514509102	2000
284	-118.42499319091439	10005.725931838218	98
285	-173.58074300037697	10028.114838567251	1337
286	-103.06641405820847	10005.186930946626	60
287	-98.41583449207246	10005.59689511955	98
288	-99.0427552931942	10005.625769159182	81
289	-114.28569160937332	13.398310635802261	2000
290	-106.24105195561424	22.611941916124625	2000
291	-120.73954006191343	10.652280780076959	2000
292	-125.85331722861156	10012.93660243392	69
293	-201.32308828888927	10032.877660180602	1811
294	-184.97659624074004	10023.15459207438	1342
295	-102.54509043507278	10003.295166956033	67
296	-121.28929053992033	10009.421168021941	75
297	-98.89426882960834	10003.894006713546	64
298	-137.02516657835804	10018.55782719893	181
299	-98.46842099819332	10004.762423282604	70
300	-97.75753020681441	10005.621908489233	81
301	-97.29286063369364	10005.917959365615	106
302	-130.48646772722714	10008.9446242144	204
303	-101.46096780430526	10001.72330749936	59
304	-100.91181421233341	10000.552637520297	55
305	-103.47227597795427	10002.859993730994	60
306	-100.62676845770329	10001.959472938594	52
307	-123.16207210184075	10006.33524785552	141
308	-148.402498383075	10012.501568785618	556
309	-117.61543662846088	10004.23237822549	84
310	-98.31401392724365	10005.434331321556	80
311	-98.36981320567429	10004.48202382639	61
312	-96.80110107641667	10004.864447546772	84
313	-99.38008162053302	10003.721558056845	71
314	-131.8449352097232	10018.045581152055	108
315	-122.49051860533655	10006.066886610619	100
316	-101.57380887656473	10001.36552558226	64
317	-107.08816790394485	8.515631379414732	2000
318	-105.43208831269294	10010.98570836274	272
319	-100.5195964705199	10002.19529302109	96
320	-100.66637164214626	10001.623822591055	56
321	-99.3970626918599	10001.503548358636	65
322	-100.72229511849582	10001.300320819788	64
323	-99.4182875356637	10001.93313448058	90
324	-98.1875386282336	10001.904635301784	71
325	-101.03789034159854	10001.273062821558	49
326	-101.03659895714372	10001.277911706327	49
327	-100.30234043672681	10001.382803437162	51
328	-101.63835336896591	10001.333221187106	48
329	-102.83141464926302	10001.975262949323	51
330	-102.85413720505312	10001.975145946308	51
331	-102.20632769353688	10002.249378198954	51
332	-102.0373903773725	10002.187131307744	51
333	-125.22223488986492	10007.176398139274	111
334	-100.33329288754612	10001.367845860837	56
335	-128.19928290718235	10006.413317445435	186
336	-103.94201579224318	10000.882812601014	44
337	-126.58238955982961	12.79831945333253	2000
338	-120.77767869597301	8.314617244069552	2000
339	-122.84387049032375	9.650446870992484	2000
340	-126.25493968371302	8.883130455089757	2000
341	-100.7460293477634	10001.63057800713	101
342	-123.59374898090027	9.567956417381609	2000
343	-122.90339361410588	9.101243288121108	2000
344	-122.72386664059013	10.13880932088398	2000
345	-119.00038843997754	9.081993028253033	2000
346	-112.04468399030156	13.019426609849884	2000
347	-112.12265363312326	8.993023667976171	2000
348	-125.12814430054277	9.918907797586458	2000
349	-120.41688703279942	8.430683104586993	2000
350	-103.24958612667979	8.463165398408366	2000
351	-114.33022778783925	8.672644770447521	2000
352	-117.24287102161907	9.553288028217798	2000
353	-115.6103578354232	10.018915076898773	2000
354	-112.35866292531136	13.469477674574264	2000
355	-126.34944637294393	8.602995276095465	2000
356	-116.61849616654217	9.519583905660692	2000
357	-131.04791454132646	9.378883306599747	2000
358	-128.17893051356077	9.572771435153513	2000
359	-130.46393855568022	9.411720237862966	2000
360	-131.03249722672626	10.302889617348146	2000
361	-131.09350836882368	10.308594503484223	2000
362	-111.95650975522585	15.03118738587022	2000
363	-110.30127361335326	10003.331106906557	103
364	-134.2949759401381	10.554945920834383	2000
365	-131.13019950082526	11.246948190992965	2000
366	-127.65613202145323	8.943931582571132	2000
367	-134.20056370738894	10.116380642432816	2000
368	-132.3926838147454	10.415014235593196	2000
369	-134.8271036632359	10.934537770914012	2000
370	-127.5692686168477	9.065598640084211	2000
371	-126.9889697827166	9.17556650062979	2000
372	-132.87991777947173	10.847247910550243	2000
373	-127.80231559230015	10.14921208977973	2000
374	-123.40288149006665	10012.69339832294	68
375	-128.19181594112888	8.802895003112855	2000
376	-125.14034289633855	10.543619077154732	2000
377	-126.9126333175227	8.77898409690663	2000
378	-130.38394486065954	9.461080054444325	2000
379	-130.0563064161688	9.407524523981055	2000
380	-151.19568379083648	12.227114191634447	2000
381	-151.76202603429556	12.306355816328175	2000
382	-164.8598156562075	14.37274681552526	2000
383	-164.8351672021672	14.369741511586426	2000
384	-151.6789079331793	12.30186961017684	2000
385	-164.83428193163127	14.370717056504528	2000
386	-123.21597322868183	9.75476529850068	2000
387	-115.30478552915156	10004.331392395134	69
388	-117.66841887077317	9.202368649227306	2000
389	-122.53117073560134	8.439031206281065	2000
390	-130.90154573181644	11.424921049291948	2000
391	-106.19541701453272	10001.595080481517	124
392	-130.55559332156554	9.721942206574738	2000
393	-128.40401105885394	8.845476551497887	2000
394	-129.18226286629215	14.843639104621834	2000
395	-125.07508026785217	10.602455015760759	2000
396	-114.38442281028256	9.445163053629296	2000
397	-110.8942539524287	10003.123197243662	203
398	-123.18699284922332	8.476453011711511	2000
399	-111.08387482243415	16.452402477235363	2000
400	-100.78082018112764	10003.689259694633	173
401	-126.81408444489352	9.871708480718127	2000
402	-123.79756269557402	8.701664992894443	2000
403	-126.01310590375215	8.928326820652506	2000
404	-112.72371197678149	10003.381312975309	72
405	-118.67283610766754	13.686274408476498	2000
406	-123.79233774868771	9.348215175272852	2000
407	-122.91775069525465	8.1818960054726	2000
408	-129.35759631544352	9.429664226769336	2000
409	-127.16539939725772	9.023148733937466	2000
410	-128.79196800943464	9.101277921283804	2000
411	-131.37361261434853	10.28488845094402	2000
412	-126.37768720835447	9.25621077547067	2000
413	-114.93565486930311	9.797274838244636	2000
414	-127.78102451795712	9.002420789914673	2000
415	-119.9872380644083	10008.521905461115	58
416	-127.69769390008878	9.250677466159937	2000
417	-122.87189243128523	8.548910736978456	2000
418	-121.23397481627762	9.049345172357507	2000
419	-117.26145995850675	8.692093665294053	2000
420	-114.32211805210682	8.626119170031249	2000
421	-99.68936372559983	10.422814983161832	2000
422	-114.06337868049741	10003.77299919418	77
423	-110.94306165142916	8.512421184604163	2000
424	-99.74419349984964	8.865181471969128	2000
425	-80.16123602329753	9.731297447994969	2000
426	-77.51558202016167	12.06933279289559	2000
427	-86.16268593678251	13.100999181280672	2000
428	-69.37410890497267	13.189225012815	2000
429	-66.8671149018628	15.42347471000748	2000
430	-72.58531565964222	14.57137162616443	2000
431	-63.27642988145817	16.693099162580864	2000
432	-102.51088194642216	9.849164417988467	2000
433	-63.40247462311527	16.585037175423547	2000
434	-72.9542843834497	12.980765053925074	2000
435	-104.28784038999584	8.753357356593908	2000
436	-103.85549917712342	8.600730938121375	2000
437	-103.85430765210185	8.58064863384691	2000
438	-53.12097389489645	4.390635121277153	2000
439	-41.75262886448763	22.58615386291883	2000
440	-103.81149827688932	9.183258981734689	2000
441	-80.91061109286966	11.95607741157317	2000
442	-51.26729536871426	18.553364020500776	2000
443	-60.76481548161246	20.22330825980514	2000
444	-59.853752570808865	17.867288334007537	2000
445	-68.0375953403418	20.855403528613355	2000
446	-59.246420375071466	19.665629679395256	2000
447	-93.97549143026117	9.874542998534485	2000
448	-83.97377631577547	12.879062620807332	2000
449	-87.42950955103152	13.411211336143067	2000
450	-61.54841280216351	19.580383358281487	2000
451	-66.26847044483293	17.237381016458123	2000
452	-60.38742284057662	20.815584327168995	2000
453	-52.290514027001336	23.960365897390876	2000
454	-46.92881366913207	27.19595517645024	2000
455	-57.56078594829887	23.66504457636687	2000
456	-50.18442106858129	26.78700779488812	2000
457	-29.75421966992144	33.37023044087971	2000
458	-35.89869799173903	34.71706793351043	2000
459	-34.27122412470635	28.409657583005696	2000
460	-28.877760658273473	35.68855378684624	2000
461	-50.207573511695955	27.7667703693292	2000
462	-46.06676679872908	26.8288218850449	2000
463	-125.76562541071326	10006.09005239321	209
464	-48.906490500463406	27.26141672267482	2000
465	-36.25116494623944	32.820380365779556	2000
466	-28.548649941571057	37.48864037943629	2000
467	-40.26305658556521	27.573626045699868	2000
468	-22.326813126797788	37.49212433020764	2000
469	-54.833673416636884	21.5727324734511	2000
470	-36.48562535899691	28.96697161977415	2000
471	-48.64171764545608	30.743402703012727	2000
472	-50.7509201974608	30.43458532474675	2000
473	-90.24729765765369	17.28459219820693	2000
474	-53.446084566414356	28.472127257193154	2000
475	-14.041605687467381	41.11070067157504	2000
476	-35.509413259802386	35.50094570903643	2000
477	-51.80381809617393	29.56367231354209	2000
478	-57.84974454290932	33.7256880924257	2000
479	-9.468954971060157	47.12789420162876	2000
480	-16.234681448957417	44.401994743865586	2000
481	-20.249189323745668	43.256486499475194	2000
482	-12.64805483451346	44.69483362703292	2000
483	8.002760834991932	50.59542033853371	2000
484	-108.4294948852621	14.210799581138213	2000
485	22.66050111176446	54.42356522097049	2000
486	-63.492041345103644	26.981539339852205	2000
487	-113.17240544175729	10021.19894331165	1107
488	-51.14024136291118	35.07599265108504	2000
489	-34.11316032963805	35.590841757848665	2000
490	214.96256599237677	118.74889541162088	2000
491	214.51341138780117	113.6411389024167	2000
492	229.63134749198798	117.62136318396918	2000
493	203.18640303169377	110.13348857508069	2000
494	191.5344930968713	107.83029637443273	2000
495	217.74465735338163	120.17581157140341	2000
496	-13.369826192239998	44.69271100593829	2000
497	-37.0656857714057	32.87033814356797	2000
498	-7.079324009595439	50.52770334122173	2000
499	-96.9785742200911	10014.440668831769	513
500	1.6698950042482466	51.14868830943797	2000
501	-17.093849133350886	45.05509347239605	2000
502	20.439186244970188	55.61470045391131	2000
503	-37.36111881490797	34.655535043316156	2000
504	25.89566389861284	58.69595608266241	2000
505	-7.252136203460395	47.04724132993801	2000
506	52.71455120621249	64.3875201091186	2000
507	44.68761796911713	66.64130843220491	2000
508	-115.92505852133036	10004.43061544746	68
509	-2.911340108141303	48.29857980628357	2000
510	1.4766415732447058	51.62631683504601	2000
511	-46.67496751155704	32.83031235121145	2000
512	-42.48695214377949	35.293473405349935	2000
513	-29.182565419818275	33.92876089135565	2000
514	-11.870498051401228	43.49830312485664	2000
515	-14.63564357580617	49.49694625080496	2000
516	4.978967813483905	50.845608804095505	2000
517	-15.133892710786313	41.873210775822926	2000
518	18.048244802397676	56.04814469128056	2000
519	-39.29877401230624	40.88474669550344	2000
520	12.05316832382232	58.519937096962096	2000
521	-22.262211790541187	45.24482633486266	2000
522	-32.36873098486103	44.780681064609915	2000
523	25.16332719102502	63.22697376827823	2000
524	46.26783395383973	61.8254489098747	2000
525	29.34048081273795	60.08022778928378	2000
526	60.84685349126812	68.90027111602822	2000
527	22.458739102818072	60.19854192655875	2000
528	43.84729499765672	66.45724686845553	2000
529	80.66580312571023	80.53810061660427	2000
530	22.026342064142227	57.92732723412183	2000
531	112.79526512208395	93.93002144011514	2000
532	104.04031961294822	84.58330469658358	2000
533	80.79265023209155	82.36813043184098	2000
534	57.57256833219435	75.52090801545607	2000
535	-113.49144516233355	10003.933449571645	101
536	0.8291424950584769	10088.186858064808	1955
537	94.61773343967798	81.09841583715291	2000
538	58.36885066120885	66.57718086835582	2000
539	-4.17704390338622	46.17955423417975	2000
540	12.312427883269265	54.81245371180229	2000
541	29.780031571397558	61.15055022769927	2000
542	70.44902814878151	70.82551236381101	2000
543	4.472840990143595	52.47879965741804	2000
544	-38.59104917268269	36.91163450664206	2000
545	212.1251709095668	114.43800569690258	2000
546	234.7179519245401	123.6295141561736	2000
547	253.6815807155799	130.82832070884336	1984
548	220.09966743807308	121.7649724858378	2000
549	234.8224620751571	127.65474380448835	2000
550	229.2195736230351	123.30454534242972	2000
551	82.36819180403836	71.3603060039872	2000
552	-7.3955067448550835	46.53231294680186	2000
553	42.745273034786806	51.58411114693224	2000
554	20.63943568058312	49.29665203231072	2000
555	-5.750995739828795	45.31791236128729	2000
556	33.46195958281169	54.41210177340187	2000
557	-121.47661878401414	14.458358137102351	2000
558	58.70126885175705	56.835599289134564	2000
559	-5.496715679764748	37.38020923654079	2000
560	81.86541407019831	71.90851604104977	2000
561	55.80850500066299	55.581233605432416	2000
562	117.54671359690838	86.63097943680434	2000
563	77.49402551958337	70.93965346373193	2000
564	-0.15735609212424606	40.42540334010291	2000
565	-124.47471036761999	10013.738719735295	61
566	-60.80568742833566	10067.041423144165	1775
567	-116.45279246941209	10008.374098225095	48
568	-128.6450215089135	10038.965695415096	1297
569	30.869810669566505	52.254218878226375	2000
570	55.2005138018867	53.7939068578135	2000
571	-62.93087598355487	10034.00612005109	953
572	-120.20651548355818	10008.372907998692	63
573	56.80696409579832	61.17010022764317	2000
574	110.13588932342827	74.77306046732677	2000
575	96.12536962749436	71.86023316335752	2000
576	-111.84450101060793	10024.180176150083	873
577	107.87244679266587	80.74984594828076	2000
578	-96.96500128036132	10029.34366225124	759
579	117.42561791930348	84.30667177672395	2000
580	84.6488998621935	70.20724718986872	2000
581	-121.43979024887085	10010.354691789538	60
582	72.1852752774721	54.18763560774558	2000
583	-128.8741165176034	10019.161742760982	61
584	16.679951106430963	28.641159080885316	2000
585	-127.21298000589013	10014.561283248644	95
586	52.62158128747251	34.155617216139284	2000
587	58.118894590996206	41.97030193489899	2000
588	73.8719839946134	44.91474145736488	2000
589	-125.9379728329368	10013.76593580038	164
590	77.75003221607767	44.66985128508377	2000
591	54.49976134090684	44.973394732314084	2000
592	-121.02293290197849	10008.315444914997	68
593	25.116465194849297	37.12016601885795	2000
594	-57.04840846848674	10037.23971677043	1077
595	-0.5638727423502132	35.58810127113198	2000
596	81.05226618866436	57.61984298304591	2000
597	-120.46704310365021	10005.134303396728	102
598	121.18273697048426	81.50619388058018	2000
599	80.53916436899453	66.90891678617298	2000
600	-93.44048555288464	10009.624252426143	142
601	-92.60836107749492	10010.140151041074	144
602	-93.68351219408214	10009.48095759205	141
603	-34.89194046333432	10033.390452788253	644
604	-58.12950734142214	10016.463985921382	376
605	-93.27425929158926	10009.665291319734	142
606	40.934458108473336	47.439418738135274	2000
607	53.52187338020303	52.27390369194836	2000
608	105.9889049155754	62.58343546537434	2000
609	82.79506183194462	55.60365006086041	2000
610	-48.302145530469716	10031.79681325228	973
611	-114.29946438455954	10003.703640394166	87
612	-59.01402061549015	10030.998998704597	999
613	-104.87636734172702	10000.737333843355	61
614	-34.43632830318529	10054.141195700315	1591
615	59.419754435657524	52.30116912579828	2000
616	29.93514773971401	47.570523455143835	2000
617	16.787097024498507	44.57056006476264	2000
618	6.865353737026453	40.79305490748199	2000
619	9.577502773405286	43.3996012177129	2000
620	-31.21050482010469	25.22109439696078	2000
621	-81.91935536894016	10045.03696942616	1984
622	1.0388955174712464	34.18458196659139	2000
623	-26.536589461378753	29.096448659534527	2000
624	-28.97305478504859	28.74939550521489	2000
625	4.382514002034441	35.78580781779512	2000
626	-16.956600005971268	28.953869180761235	2000
627	-82.04008611536119	10019.218958831623	954
628	-135.4154580961913	10016.65669461426	1531
629	-6.91032154369168	38.981997803919775	2000
630	-23.433103822753765	33.395184637807105	2000
631	-23.713583067292348	30.42251627721349	2000
632	-36.0895237835357	26.720527191263393	2000
633	6.084500021999702	39.65263622024675	2000
634	-43.34843211446423	24.203861388265445	2000
635	-33.52262087969575	25.890117282691033	2000
636	-49.89092232694384	22.815748786700386	2000
637	-115.02305738837458	10008.02483523809	47
638	-57.48114629322663	22.75446745768242	2000
639	-53.27572844736278	20.923602865309466	2000
640	-65.1831605383195	19.645841359908296	2000
641	-63.26015914592426	20.557418929444374	2000
642	-66.9908202663064	17.66160532863576	2000
643	-64.19654774013907	17.821942260123812	2000
644	-77.50808084913297	12.743909316959458	2000
645	-81.04417027765885	17.938585431826105	2000
646	-73.46508348279167	18.20864539256145	2000
647	-69.93012548307888	16.936911295249896	2000
648	-61.770761732477695	17.65381182964672	2000
649	-68.98789413867053	17.630271818783317	2000
