count	reward_sum	squared_reward_sum	length
257	-114.78495110291988	10006.776988428886	113
258	-111.72654874110594	10005.400929084248	88
259	-109.9081739783287	10004.667378339065	67
260	-110.52398198191077	10005.440539950647	74
261	-104.77428134717047	10002.739761398627	58
262	-104.89492529816926	10002.825647228232	70
263	-121.63027259148657	8.91073278501463	2000
264	-109.67314867954701	10003.12078398853	118
265	-113.80430532153696	10006.082792281606	107
266	-105.56437638401985	10002.512669418133	90
267	-102.43049775017425	10001.486204874693	84
268	-112.78646852076054	10007.055004004886	123
269	-101.85145672503859	10001.182823779425	83
270	-113.83255999907851	7.192754421511862	2000
271	-119.30349416844547	8.09613008888877	2000
272	-103.13548343069851	10002.297580071401	67
273	-227.29663682822138	10010.436082827842	1998
274	-118.99452230334282	10007.742344917957	53
275	-119.44215738400817	10006.645249028257	164
276	-128.76185316313058	10006.854343657837	361
277	-114.78123112767935	10005.179818634851	59
278	-194.14617699943483	10011.221537185838	1384
279	-101.96673867665231	10001.863125365186	79
280	-123.03206458222121	8.17648532982271	2000
281	-123.17713558860123	8.313033807306965	2000
282	-118.2759486255236	7.524647342772917	2000
283	-114.61579855065793	7.211215501640941	2000
284	-113.7859548269771	7.243990588003247	2000
285	-117.53335291566327	7.466119367690626	2000
286	-118.1786231501028	7.731844776599752	2000
287	-116.80251588439569	7.581254592745983	2000
288	-104.70236448408104	10000.83111854324	90
289	-103.24087293352932	10001.948217153515	96
290	-117.44325684290379	7.673694590546262	2000
291	-102.43215204402804	10001.29238591253	76
292	-102.12679547676817	10001.515294387074	91
293	-112.6831859247759	10005.980415047006	93
294	-122.76527134142816	8.021539832070584	2000
295	-103.67274673003703	10001.598282542453	100
296	-102.57565081585199	10001.967835286181	77
297	-110.95722197275609	10005.251026772481	61
298	-109.84981929790229	10005.300200960886	74
299	-111.21240198984742	10006.11763022168	91
300	-126.3766414867714	10005.291380882361	399
301	-100.79649709444493	10001.745157232903	84
302	-118.92593789240345	7.871728505372418	2000
303	-115.82151793991216	7.521427519413008	2000
304	-114.10652835061774	7.153630663271489	2000
305	-110.45206741057336	7.481755498252244	2000
306	-115.43893062882125	7.33600613958054	2000
307	-105.04779454367235	10000.998940771957	128
308	-112.1288627772592	7.866368802626256	2000
309	-114.39410473406315	7.068161904359028	2000
310	-113.80218881182373	7.219517777830111	2000
311	-115.16668494977057	8.072448328892992	2000
312	-114.22974914312363	7.095124109909518	2000
313	-112.18551286775619	6.8304484113538715	2000
314	-109.6992772212252	10001.042896120056	196
315	-112.77955416869372	6.88091489694698	2000
316	-113.38481148704886	6.749457355798352	2000
317	-115.69317424832843	7.458977129384613	2000
318	-118.37808978371322	7.686199534865448	2000
319	-104.25209115212783	10002.056693556828	102
320	-113.88006140477955	7.02626940501435	2000
321	-113.50714582949877	6.836304730479123	2000
322	-103.66451331879944	10002.191536008919	91
323	-104.70577520504594	10001.832626211759	69
324	-113.70570288412273	10003.661430814147	77
325	-111.9199507329613	6.65572350834106	2000
326	-112.63783425930887	6.934354242138304	2000
327	-112.158994843252	6.789152717157367	2000
328	-113.46612352039665	7.904975566769487	2000
329	-117.61599265690893	7.5050187036525084	2000
330	-122.3745068255812	8.568527525373167	2000
331	-120.0573081355542	7.58361689482944	2000
332	-124.68948326352984	8.537560668510071	2000
333	-104.28126869024709	10001.768960302352	131
334	-120.91167494095862	7.737477176178644	2000
335	-105.94204298267141	10001.282369595761	105
336	-104.66155611071736	10002.714464570032	83
